experiment_id,episode_id,seed,opponent,crop,crop_allocation,starting_money,final_money,profit,revenue,seed_cost,other_direct_cost,harvest_units,harvest_events,sold_units,unsold_units,avg_realized_price,tile_days,revenue_per_tile_day,productive_actions,movement_actions,market_actions,revenue_per_action,first_harvest_day,last_harvest_day,capital_locked,land_used,win,money_margin,validation_overall,condition
timing_STRAWBERRY_late_vs_pass,timing_STRAWBERRY_late_vs_pass_seed42000,42000,pass,STRAWBERRY,1.0,3000.0,1700.0,-1300.0,0.0,1300,,0,0,0,0,,94,0.0,115,121,13,0.0,,,1300,1,0,-1300.0,PASS,plant_delay_day=20
timing_STRAWBERRY_late_vs_pass,timing_STRAWBERRY_late_vs_pass_seed42001,42001,pass,STRAWBERRY,1.0,3000.0,1500.0,-1500.0,0.0,1500,,0,0,0,0,,95,0.0,119,118,15,0.0,,,1500,1,0,-1500.0,PASS,plant_delay_day=20
timing_STRAWBERRY_late_vs_pass,timing_STRAWBERRY_late_vs_pass_seed42002,42002,pass,STRAWBERRY,1.0,3000.0,1500.0,-1500.0,0.0,1500,,0,0,0,0,,94,0.0,119,119,15,0.0,,,1500,1,0,-1500.0,PASS,plant_delay_day=20
timing_STRAWBERRY_late_vs_pass,timing_STRAWBERRY_late_vs_pass_seed42003,42003,pass,STRAWBERRY,1.0,3000.0,1700.0,-1300.0,0.0,1300,,0,0,0,0,,103,0.0,124,111,13,0.0,,,1300,1,0,-1300.0,PASS,plant_delay_day=20
timing_STRAWBERRY_late_vs_pass,timing_STRAWBERRY_late_vs_pass_seed42004,42004,pass,STRAWBERRY,1.0,3000.0,1700.0,-1300.0,0.0,1300,,0,0,0,0,,103,0.0,124,111,13,0.0,,,1300,1,0,-1300.0,PASS,plant_delay_day=20
timing_STRAWBERRY_late_vs_pass,timing_STRAWBERRY_late_vs_pass_seed42005,42005,pass,STRAWBERRY,1.0,3000.0,1700.0,-1300.0,0.0,1300,,0,0,0,0,,94,0.0,117,121,13,0.0,,,1300,1,0,-1300.0,PASS,plant_delay_day=20
timing_MELON_early_vs_pass,timing_MELON_early_vs_pass_seed40000,40000,pass,MELON,1.0,3000.0,22468.0,19468.0,22588.0,3120,,95,20,95,0,237.7684,326,69.2883,364,349,45,31.3722,10,22,3120,1,1,19468.0,PASS,plant_delay_day=0
timing_MELON_early_vs_pass,timing_MELON_early_vs_pass_seed40001,40001,pass,MELON,1.0,3000.0,21798.0,18798.0,21758.0,2960,,91,19,91,0,239.0989,295,73.7559,335,379,43,30.2194,10,22,2960,1,1,18798.0,PASS,plant_delay_day=0
timing_MELON_early_vs_pass,timing_MELON_early_vs_pass_seed40002,40002,pass,MELON,1.0,3000.0,22468.0,19468.0,22588.0,3120,,95,20,95,0,237.7684,326,69.2883,364,349,45,31.3722,10,22,3120,1,1,19468.0,PASS,plant_delay_day=0
timing_MELON_early_vs_pass,timing_MELON_early_vs_pass_seed40003,40003,pass,MELON,1.0,3000.0,22516.0,19516.0,22556.0,3040,,95,20,95,0,237.4316,322,70.0497,361,352,44,31.3278,10,22,3040,1,1,19516.0,PASS,plant_delay_day=0
timing_MELON_early_vs_pass,timing_MELON_early_vs_pass_seed40004,40004,pass,MELON,1.0,3000.0,22468.0,19468.0,22588.0,3120,,95,20,95,0,237.7684,326,69.2883,364,349,45,31.3722,10,22,3120,1,1,19468.0,PASS,plant_delay_day=0
timing_MELON_early_vs_pass,timing_MELON_early_vs_pass_seed40005,40005,pass,MELON,1.0,3000.0,22468.0,19468.0,22588.0,3120,,95,20,95,0,237.7684,326,69.2883,364,349,45,31.3722,10,22,3120,1,1,19468.0,PASS,plant_delay_day=0
timing_MELON_mid_vs_pass,timing_MELON_mid_vs_pass_seed41000,41000,pass,MELON,1.0,3000.0,12232.0,9232.0,11392.0,2160,,44,9,44,0,258.9091,222,51.3153,248,226,30,15.8222,20,22,2160,1,1,9232.0,PASS,plant_delay_day=10
timing_MELON_mid_vs_pass,timing_MELON_mid_vs_pass_seed41001,41001,pass,MELON,1.0,3000.0,12232.0,9232.0,11392.0,2160,,44,9,44,0,258.9091,222,51.3153,248,226,30,15.8222,20,22,2160,1,1,9232.0,PASS,plant_delay_day=10
timing_MELON_mid_vs_pass,timing_MELON_mid_vs_pass_seed41002,41002,pass,MELON,1.0,3000.0,13859.0,10859.0,13099.0,2240,,51,11,51,0,256.8431,200,65.495,235,242,31,18.1931,20,22,2240,1,1,10859.0,PASS,plant_delay_day=10
timing_MELON_mid_vs_pass,timing_MELON_mid_vs_pass_seed41003,41003,pass,MELON,1.0,3000.0,12232.0,9232.0,11392.0,2160,,44,9,44,0,258.9091,222,51.3153,248,226,30,15.8222,20,22,2160,1,1,9232.0,PASS,plant_delay_day=10
timing_MELON_mid_vs_pass,timing_MELON_mid_vs_pass_seed41004,41004,pass,MELON,1.0,3000.0,12151.0,9151.0,11391.0,2240,,44,9,44,0,258.8864,205,55.5659,233,243,30,15.8208,20,21,2240,1,1,9151.0,PASS,plant_delay_day=10
timing_MELON_mid_vs_pass,timing_MELON_mid_vs_pass_seed41005,41005,pass,MELON,1.0,3000.0,12232.0,9232.0,11392.0,2160,,44,9,44,0,258.9091,222,51.3153,248,226,30,15.8222,20,22,2160,1,1,9232.0,PASS,plant_delay_day=10
timing_MELON_late_vs_pass,timing_MELON_late_vs_pass_seed42000,42000,pass,MELON,1.0,3000.0,1960.0,-1040.0,0.0,1040,,0,0,0,0,,94,0.0,115,121,13,0.0,,,1040,1,0,-1040.0,PASS,plant_delay_day=20
timing_MELON_late_vs_pass,timing_MELON_late_vs_pass_seed42001,42001,pass,MELON,1.0,3000.0,1800.0,-1200.0,0.0,1200,,0,0,0,0,,95,0.0,119,118,15,0.0,,,1200,1,0,-1200.0,PASS,plant_delay_day=20
timing_MELON_late_vs_pass,timing_MELON_late_vs_pass_seed42002,42002,pass,MELON,1.0,3000.0,1800.0,-1200.0,0.0,1200,,0,0,0,0,,94,0.0,119,119,15,0.0,,,1200,1,0,-1200.0,PASS,plant_delay_day=20
timing_MELON_late_vs_pass,timing_MELON_late_vs_pass_seed42003,42003,pass,MELON,1.0,3000.0,1960.0,-1040.0,0.0,1040,,0,0,0,0,,103,0.0,124,111,13,0.0,,,1040,1,0,-1040.0,PASS,plant_delay_day=20
timing_MELON_late_vs_pass,timing_MELON_late_vs_pass_seed42004,42004,pass,MELON,1.0,3000.0,1960.0,-1040.0,0.0,1040,,0,0,0,0,,103,0.0,124,111,13,0.0,,,1040,1,0,-1040.0,PASS,plant_delay_day=20
timing_MELON_late_vs_pass,timing_MELON_late_vs_pass_seed42005,42005,pass,MELON,1.0,3000.0,1960.0,-1040.0,0.0,1040,,0,0,0,0,,94,0.0,117,121,13,0.0,,,1040,1,0,-1040.0,PASS,plant_delay_day=20
