stage,group,cell_id,episode_id,seed,opponent,config_json,starting_money,final_money,profit,revenue_total,cost_seed,cost_hire,cost_land,cost_animal,cost_buy_wheat,cost_buy_fertilizer,cost_other,harvest_units_json,animal_units_json,animals_placed,animals_escaped,hands_hired_events,land_quadrants_end,productive_action_rate,movement_fraction,market_action_fraction,win,money_margin,validation_overall,inventory_overflow_flag
C,c2_labor_x_crop,lxc_MELON_0h,lxc_MELON_0h_seed101105,101105,pass,"{""crops"": ""MELON"", ""n_hands"": 0}",3000.0,22341.0,19341.0,21981.0,2640,0,0,0,0,0,0,"{""MELON"": 92}",{},0,0,0,1,0.9903,0.5347,0.0569,1,19341.0,PASS,0
C,c2_labor_x_crop,lxc_MELON_0h,lxc_MELON_0h_seed101106,101106,pass,"{""crops"": ""MELON"", ""n_hands"": 0}",3000.0,22341.0,19341.0,21981.0,2640,0,0,0,0,0,0,"{""MELON"": 92}",{},0,0,0,1,0.9903,0.5347,0.0569,1,19341.0,PASS,0
C,c2_labor_x_crop,lxc_MELON_0h,lxc_MELON_0h_seed101107,101107,pass,"{""crops"": ""MELON"", ""n_hands"": 0}",3000.0,21002.0,18002.0,20962.0,2960,0,0,0,0,0,0,"{""MELON"": 87}",{},0,0,0,1,0.9903,0.5417,0.0625,1,18002.0,PASS,0
C,c2_labor_x_crop,lxc_MELON_2h,lxc_MELON_2h_seed101100,101100,pass,"{""crops"": ""MELON"", ""n_hands"": 2}",3000.0,27891.0,24891.0,31191.0,6240,60,0,0,0,0,0,"{""MELON"": 218}",{},0,0,60,1,0.867,0.4905,0.0648,1,24891.0,PASS,0
C,c2_labor_x_crop,lxc_MELON_2h,lxc_MELON_2h_seed101101,101101,pass,"{""crops"": ""MELON"", ""n_hands"": 2}",3000.0,27891.0,24891.0,31191.0,6240,60,0,0,0,0,0,"{""MELON"": 218}",{},0,0,60,1,0.867,0.4905,0.0648,1,24891.0,PASS,0
C,c2_labor_x_crop,lxc_MELON_2h,lxc_MELON_2h_seed101102,101102,pass,"{""crops"": ""MELON"", ""n_hands"": 2}",3000.0,27813.0,24813.0,31193.0,6320,60,0,0,0,0,0,"{""MELON"": 220}",{},0,0,60,1,0.8665,0.4909,0.0658,1,24813.0,PASS,0
C,c2_labor_x_crop,lxc_MELON_2h,lxc_MELON_2h_seed101103,101103,pass,"{""crops"": ""MELON"", ""n_hands"": 2}",3000.0,27892.0,24892.0,31192.0,6240,60,0,0,0,0,0,"{""MELON"": 219}",{},0,0,60,1,0.8656,0.4886,0.0653,1,24892.0,PASS,0
C,c2_labor_x_crop,lxc_MELON_2h,lxc_MELON_2h_seed101104,101104,pass,"{""crops"": ""MELON"", ""n_hands"": 2}",3000.0,27891.0,24891.0,31191.0,6240,60,0,0,0,0,0,"{""MELON"": 218}",{},0,0,60,1,0.867,0.4905,0.0648,1,24891.0,PASS,0
C,c2_labor_x_crop,lxc_MELON_2h,lxc_MELON_2h_seed101105,101105,pass,"{""crops"": ""MELON"", ""n_hands"": 2}",3000.0,27891.0,24891.0,31191.0,6240,60,0,0,0,0,0,"{""MELON"": 218}",{},0,0,60,1,0.867,0.4905,0.0648,1,24891.0,PASS,0
C,c2_labor_x_crop,lxc_MELON_2h,lxc_MELON_2h_seed101106,101106,pass,"{""crops"": ""MELON"", ""n_hands"": 2}",3000.0,27891.0,24891.0,31191.0,6240,60,0,0,0,0,0,"{""MELON"": 218}",{},0,0,60,1,0.867,0.4905,0.0648,1,24891.0,PASS,0
C,c2_labor_x_crop,lxc_MELON_2h,lxc_MELON_2h_seed101107,101107,pass,"{""crops"": ""MELON"", ""n_hands"": 2}",3000.0,27891.0,24891.0,31191.0,6240,60,0,0,0,0,0,"{""MELON"": 218}",{},0,0,60,1,0.867,0.4905,0.0648,1,24891.0,PASS,0
C,c2_labor_x_crop,lxc_MELON_4h,lxc_MELON_4h_seed101100,101100,pass,"{""crops"": ""MELON"", ""n_hands"": 4}",3000.0,27619.0,24619.0,30989.0,6160,210,0,0,0,0,0,"{""MELON"": 240}",{},0,0,120,1,0.6162,0.3769,0.0538,1,24619.0,PASS,0
C,c2_labor_x_crop,lxc_MELON_4h,lxc_MELON_4h_seed101101,101101,pass,"{""crops"": ""MELON"", ""n_hands"": 4}",3000.0,27619.0,24619.0,30989.0,6160,210,0,0,0,0,0,"{""MELON"": 240}",{},0,0,120,1,0.6162,0.3769,0.0538,1,24619.0,PASS,0
C,c2_labor_x_crop,lxc_MELON_4h,lxc_MELON_4h_seed101102,101102,pass,"{""crops"": ""MELON"", ""n_hands"": 4}",3000.0,27619.0,24619.0,30989.0,6160,210,0,0,0,0,0,"{""MELON"": 240}",{},0,0,120,1,0.6162,0.3769,0.0538,1,24619.0,PASS,0
C,c2_labor_x_crop,lxc_MELON_4h,lxc_MELON_4h_seed101103,101103,pass,"{""crops"": ""MELON"", ""n_hands"": 4}",3000.0,27619.0,24619.0,30989.0,6160,210,0,0,0,0,0,"{""MELON"": 240}",{},0,0,120,1,0.6162,0.3769,0.0538,1,24619.0,PASS,0
C,c2_labor_x_crop,lxc_MELON_4h,lxc_MELON_4h_seed101104,101104,pass,"{""crops"": ""MELON"", ""n_hands"": 4}",3000.0,27619.0,24619.0,30989.0,6160,210,0,0,0,0,0,"{""MELON"": 240}",{},0,0,120,1,0.6162,0.3769,0.0538,1,24619.0,PASS,0
C,c2_labor_x_crop,lxc_MELON_4h,lxc_MELON_4h_seed101105,101105,pass,"{""crops"": ""MELON"", ""n_hands"": 4}",3000.0,27619.0,24619.0,30989.0,6160,210,0,0,0,0,0,"{""MELON"": 240}",{},0,0,120,1,0.6162,0.3769,0.0538,1,24619.0,PASS,0
