episode_index,seed,p0,p1,money0,money1,winner,status0,status1,runtime_s
0,9000,../agents/baseline_agent.py,starter,2750.0,3490.0,1,DONE,DONE,1.220
1,9001,../agents/baseline_agent.py,starter,2740.0,3484.0,1,DONE,DONE,1.346
2,9002,../agents/baseline_agent.py,starter,2740.0,3425.0,1,DONE,DONE,1.311
