stage,group,cell_id,episode_id,seed,opponent,config_json,starting_money,final_money,profit,revenue_total,cost_seed,cost_hire,cost_land,cost_animal,cost_buy_wheat,cost_buy_fertilizer,cost_other,harvest_units_json,animal_units_json,sold_units_total,avg_realized_price_overall,hands_hired_events,land_quadrants_end,productive_action_rate,movement_fraction,market_action_fraction,win,money_margin,validation_overall,inventory_overflow_flag
D,d1_inventory_holding,d1_batch_10d_safetyon,d1_batch_10d_safetyon_seed200200,200200,pass,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 10, ""mode"": ""batch"", ""overflow_safety"": true}}",3000.0,2018.0,-982.0,7844.0,5420,90,1000,1400,916.0,0,0.0,"{""STRAWBERRY"": 31, ""MELON"": 0}","{""COW"": 6, ""GOOSE"": 14}",31,253.0323,53,2,0.9001,0.5515,0.8969,0,-982.0,PASS,0
D,d1_inventory_holding,d1_batch_10d_safetyon,d1_batch_10d_safetyon_seed200201,200201,pass,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 10, ""mode"": ""batch"", ""overflow_safety"": true}}",3000.0,1195.0,-1805.0,6962.0,5320,90,1000,1400,957.0,0,0.0,"{""STRAWBERRY"": 31, ""MELON"": 0}","{""COW"": 6, ""GOOSE"": 13}",31,224.5806,53,2,0.9026,0.5546,0.8964,0,-1805.0,PASS,0
D,d1_inventory_holding,d1_batch_10d_safetyon,d1_batch_10d_safetyon_seed200202,200202,pass,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 10, ""mode"": ""batch"", ""overflow_safety"": true}}",3000.0,151.0,-2849.0,6089.0,5420,90,1000,1400,1028.0,0,0.0,"{""STRAWBERRY"": 31, ""MELON"": 0}","{""COW"": 6, ""GOOSE"": 14}",31,196.4194,53,2,0.8959,0.5489,0.8969,0,-2849.0,PASS,0
D,d1_inventory_holding,d1_batch_10d_safetyon,d1_batch_10d_safetyon_seed200203,200203,pass,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 10, ""mode"": ""batch"", ""overflow_safety"": true}}",3000.0,2307.0,-693.0,8267.0,5420,90,1000,1400,1050.0,0,0.0,"{""STRAWBERRY"": 31, ""MELON"": 0}","{""COW"": 6, ""GOOSE"": 14}",31,266.6774,53,2,0.9001,0.5515,0.8969,0,-693.0,PASS,0
D,d1_inventory_holding,d1_batch_10d_safetyon,d1_batch_10d_safetyon_seed200204,200204,pass,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 10, ""mode"": ""batch"", ""overflow_safety"": true}}",3000.0,1764.0,-1236.0,7590.0,5420,90,1000,1400,916.0,0,0.0,"{""STRAWBERRY"": 31, ""MELON"": 0}","{""COW"": 6, ""GOOSE"": 14}",31,244.8387,53,2,0.8959,0.5479,0.8969,0,-1236.0,PASS,0
D,d1_inventory_holding,d1_batch_10d_safetyon,d1_batch_10d_safetyon_seed200205,200205,pass,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 10, ""mode"": ""batch"", ""overflow_safety"": true}}",3000.0,1642.0,-1358.0,7590.0,5420,90,1000,1400,1038.0,0,0.0,"{""STRAWBERRY"": 31, ""MELON"": 0}","{""COW"": 6, ""GOOSE"": 14}",31,244.8387,53,2,0.9011,0.5531,0.8969,0,-1358.0,PASS,0
D,d1_inventory_holding,d1_batch_10d_safetyon,d1_batch_10d_safetyon_seed200206,200206,pass,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 10, ""mode"": ""batch"", ""overflow_safety"": true}}",3000.0,21.0,-2979.0,5911.0,5420,90,1000,1400,980.0,0,0.0,"{""STRAWBERRY"": 31, ""MELON"": 0}","{""COW"": 6, ""GOOSE"": 14}",31,190.6774,53,2,0.9161,0.5676,0.8969,0,-2979.0,PASS,0
D,d1_inventory_holding,d1_batch_10d_safetyon,d1_batch_10d_safetyon_seed200207,200207,pass,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 10, ""mode"": ""batch"", ""overflow_safety"": true}}",3000.0,860.0,-2140.0,6558.0,5680,90,1000,1400,528.0,0,0.0,"{""STRAWBERRY"": 31, ""MELON"": 0}","{""COW"": 6, ""GOOSE"": 0}",31,211.5484,53,2,0.9032,0.5598,0.898,0,-2140.0,PASS,0
D,d1_inventory_holding,d1_batch_10d_safetyoff,d1_batch_10d_safetyoff_seed200200,200200,pass,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 10, ""mode"": ""batch"", ""overflow_safety"": false}}",3000.0,2018.0,-982.0,7844.0,5420,90,1000,1400,916.0,0,0.0,"{""STRAWBERRY"": 31, ""MELON"": 0}","{""COW"": 6, ""GOOSE"": 14}",31,253.0323,53,2,0.9001,0.5515,0.8969,0,-982.0,PASS,0
D,d1_inventory_holding,d1_batch_10d_safetyoff,d1_batch_10d_safetyoff_seed200201,200201,pass,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 10, ""mode"": ""batch"", ""overflow_safety"": false}}",3000.0,1195.0,-1805.0,6962.0,5320,90,1000,1400,957.0,0,0.0,"{""STRAWBERRY"": 31, ""MELON"": 0}","{""COW"": 6, ""GOOSE"": 13}",31,224.5806,53,2,0.9026,0.5546,0.8964,0,-1805.0,PASS,0
D,d1_inventory_holding,d1_batch_10d_safetyoff,d1_batch_10d_safetyoff_seed200202,200202,pass,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 10, ""mode"": ""batch"", ""overflow_safety"": false}}",3000.0,151.0,-2849.0,6089.0,5420,90,1000,1400,1028.0,0,0.0,"{""STRAWBERRY"": 31, ""MELON"": 0}","{""COW"": 6, ""GOOSE"": 14}",31,196.4194,53,2,0.8959,0.5489,0.8969,0,-2849.0,PASS,0
D,d1_inventory_holding,d1_batch_10d_safetyoff,d1_batch_10d_safetyoff_seed200203,200203,pass,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 10, ""mode"": ""batch"", ""overflow_safety"": false}}",3000.0,2307.0,-693.0,8267.0,5420,90,1000,1400,1050.0,0,0.0,"{""STRAWBERRY"": 31, ""MELON"": 0}","{""COW"": 6, ""GOOSE"": 14}",31,266.6774,53,2,0.9001,0.5515,0.8969,0,-693.0,PASS,0
D,d1_inventory_holding,d1_batch_10d_safetyoff,d1_batch_10d_safetyoff_seed200204,200204,pass,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 10, ""mode"": ""batch"", ""overflow_safety"": false}}",3000.0,1764.0,-1236.0,7590.0,5420,90,1000,1400,916.0,0,0.0,"{""STRAWBERRY"": 31, ""MELON"": 0}","{""COW"": 6, ""GOOSE"": 14}",31,244.8387,53,2,0.8959,0.5479,0.8969,0,-1236.0,PASS,0
D,d1_inventory_holding,d1_batch_10d_safetyoff,d1_batch_10d_safetyoff_seed200205,200205,pass,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 10, ""mode"": ""batch"", ""overflow_safety"": false}}",3000.0,1642.0,-1358.0,7590.0,5420,90,1000,1400,1038.0,0,0.0,"{""STRAWBERRY"": 31, ""MELON"": 0}","{""COW"": 6, ""GOOSE"": 14}",31,244.8387,53,2,0.9011,0.5531,0.8969,0,-1358.0,PASS,0
D,d1_inventory_holding,d1_batch_10d_safetyoff,d1_batch_10d_safetyoff_seed200206,200206,pass,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 10, ""mode"": ""batch"", ""overflow_safety"": false}}",3000.0,21.0,-2979.0,5911.0,5420,90,1000,1400,980.0,0,0.0,"{""STRAWBERRY"": 31, ""MELON"": 0}","{""COW"": 6, ""GOOSE"": 14}",31,190.6774,53,2,0.9161,0.5676,0.8969,0,-2979.0,PASS,0
D,d1_inventory_holding,d1_batch_10d_safetyoff,d1_batch_10d_safetyoff_seed200207,200207,pass,"{""animal_buy_day"": 0, ""animals"": {""COW"": 1, ""GOOSE"": 1}, ""crops"": {""MELON"": 0.5, ""STRAWBERRY"": 0.5}, ""land_buy_day"": 0, ""land_quadrants"": 1, ""n_hands"": 4, ""sell_policy"": {""batch_interval_days"": 10, ""mode"": ""batch"", ""overflow_safety"": false}}",3000.0,860.0,-2140.0,6558.0,5680,90,1000,1400,528.0,0,0.0,"{""STRAWBERRY"": 31, ""MELON"": 0}","{""COW"": 6, ""GOOSE"": 0}",31,211.5484,53,2,0.9032,0.5598,0.898,0,-2140.0,PASS,0
